model_name	compartment	formula	n_parameters	x_traits	y_trait	x_trait	R2	Pr(>|t|)	Estimate	Std. Error	t value	CI lower	CI upper	estimated_parameter	parameter_value	n	AIC	AICc	delta_AICc	best_model	filter_column	filter_value	trait_table	tree
BM	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	(Intercept)	0.366032698812775	0.542966867435453	4.23840640530558	6.85905516193174	0.617928607547734	-9.20534171208063	17.6821545226918	All parameters fixed	1	25	161.002030366902	162.144887509759	13.6950043200328	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	tissue_Endozoicomonas	0.366032698812775	0.00270224912329731	0.0135947062566242	0.00402308372666826	3.3791755728342	0.00570946215235439	0.021479950360894	All parameters fixed	1	25	161.002030366902	162.144887509759	13.6950043200328	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	turf_contact_percent	0.366032698812775	0.63858287676587	-0.0709285569854833	0.14892727401102	-0.476263044875412	-0.362826014047083	0.220968900076116	All parameters fixed	1	25	161.002030366902	162.144887509759	13.6950043200328	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	(Intercept)	0.397036951896188	0.0469859817818783	3.28562807934604	1.56124514348221	2.10449210558807	0.2255875981209	6.34566856057117	lambda : 0.0138840725135879 (95% CI  NA  -  0.6373800422726 )	0.0138840725135879	25	147.307026046869	148.449883189726	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	tissue_Endozoicomonas	0.397036951896188	0.000998642388480242	0.0182641697191627	0.00481562339289976	3.79269062985526	0.00882554786907919	0.0277027915692463	lambda : 0.0138840725135879 (95% CI  NA  -  0.6373800422726 )	0.0138840725135879	25	147.307026046869	148.449883189726	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	turf_contact_percent	0.397036951896188	0.33702725419004	-0.20917646155323	0.213123555675188	-0.98147978476873	-0.626898630676599	0.208545707570139	lambda : 0.0138840725135879 (95% CI  NA  -  0.6373800422726 )	0.0138840725135879	25	147.307026046869	148.449883189726	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	(Intercept)	0.41092482877624	0.251159779628483	4.28194330459844	3.63316570877732	1.17857087945473	-2.8390614846051	11.402948093802	kappa : 0.173102516117009 (95% CI  NA  -  0.887594025660186 )	0.173102516117009	25	155.89257680402	157.035433946877	8.58555075715094	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	tissue_Endozoicomonas	0.41092482877624	0.00102980831534261	0.0174173135455484	0.00460772848971608	3.78002167107324	0.00838616570570485	0.0264484613853919	kappa : 0.173102516117009 (95% CI  NA  -  0.887594025660186 )	0.173102516117009	25	155.89257680402	157.035433946877	8.58555075715094	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	turf_contact_percent	0.41092482877624	0.568742809405195	-0.116800397118076	0.201870912088692	-0.578589534814999	-0.512467384811912	0.278866590575761	kappa : 0.173102516117009 (95% CI  NA  -  0.887594025660186 )	0.173102516117009	25	155.89257680402	157.035433946877	8.58555075715094	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	(Intercept)	0.366032698812775	0.542966867435453	4.23840640530558	6.85905516193174	0.617928607547734	-9.20534171208063	17.6821545226918	delta : 1 (95% CI  0.327188683008134  -  NA )	1	25	161.002030366902	162.144887509759	13.6950043200328	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	tissue_Endozoicomonas	0.366032698812775	0.00270224912329731	0.0135947062566242	0.00402308372666826	3.3791755728342	0.00570946215235439	0.021479950360894	delta : 1 (95% CI  0.327188683008134  -  NA )	1	25	161.002030366902	162.144887509759	13.6950043200328	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	turf_contact_percent	0.366032698812775	0.63858287676587	-0.0709285569854833	0.14892727401102	-0.476263044875412	-0.362826014047083	0.220968900076116	delta : 1 (95% CI  0.327188683008134  -  NA )	1	25	161.002030366902	162.144887509759	13.6950043200328	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick
