	analysis_label	x_trait	y_trait	R2	p	FDR_q	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
0	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales	perc_dis	0.0045914481244603	0.677818404896894	0.803879427116742	-0.0214203146404459	BM_Lambda	True	237.763945888577	238.088270212902	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales_vs_perc_dis/PGLS_results.tsv	-0.121700692503155 - 0.078860063222263	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.252309196294289 )	3.41074634588675	0.0511634580932188	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
1	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Nostocales	perc_dis	0.0016828509154064	0.801560474589704	0.803879427116742	-0.0093375239430658	BM_Lambda	True	237.880655996538	238.204980320862	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Nostocales_vs_perc_dis/PGLS_results.tsv	-0.0816490364493445 - 0.0629739885632129	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.235946706126899 )	3.36250398386741	0.036893628829734	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
2	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55	perc_dis	0.0016429683262391	0.803879427116742	0.803879427116742	-0.0018819000737103	BM_Lambda	True	237.882253957369	238.206578281693	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55_vs_perc_dis/PGLS_results.tsv	-0.0166318035185942 - 0.0128680033711736	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.242545927926044 )	3.27800333146747	0.0075254609412673	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
3	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55	perc_dis	0.0016429683262391	0.803879427116742	0.803879427116742	-0.0018819000737103	BM_Lambda	True	237.882253957369	238.206578281693	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55_vs_perc_dis/PGLS_results.tsv	-0.0166318035185942 - 0.0128680033711736	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.242545927926044 )	3.27800333146747	0.0075254609412673	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
4	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales	perc_dis	0.0045914481244603	0.677818404896894	0.803879427116742	-0.0214203146404459	BM_Lambda	True	237.763945888577	238.088270212902	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales_vs_perc_dis/PGLS_results.tsv	-0.121700692503155 - 0.078860063222263	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.252309196294289 )	3.41074634588675	0.0511634580932188	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
5	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Nostocales	perc_dis	0.0016828509154064	0.801560474589704	0.803879427116742	-0.0093375239430658	BM_Lambda	True	237.880655996538	238.204980320862	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Nostocales_vs_perc_dis/PGLS_results.tsv	-0.0816490364493445 - 0.0629739885632129	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.235946706126899 )	3.36250398386741	0.036893628829734	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
6	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales	perc_dis	0.0045914481244603	0.677818404896894	0.803879427116742	-0.0214203146404459	BM_Lambda	True	237.763945888577	238.088270212902	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales_vs_perc_dis/PGLS_results.tsv	-0.121700692503155 - 0.078860063222263	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.252309196294289 )	3.41074634588675	0.0511634580932188	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
7	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales	perc_dis	0.0045914481244603	0.677818404896894	0.803879427116742	-0.0214203146404459	BM_Lambda	True	237.763945888577	238.088270212902	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales_vs_perc_dis/PGLS_results.tsv	-0.121700692503155 - 0.078860063222263	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.252309196294289 )	3.41074634588675	0.0511634580932188	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
8	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Nostocales	perc_dis	0.0016828509154064	0.801560474589704	0.803879427116742	-0.0093375239430658	BM_Lambda	True	237.880655996538	238.204980320862	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Nostocales_vs_perc_dis/PGLS_results.tsv	-0.0816490364493445 - 0.0629739885632129	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.235946706126899 )	3.36250398386741	0.036893628829734	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
9	opportunists_vs_disease	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55	perc_dis	0.0016429683262391	0.803879427116742	0.803879427116742	-0.0018819000737103	BM_Lambda	True	237.882253957369	238.206578281693	0.0	None	None	../output/PIC_results/A6_opportunists_vs_disease/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55_vs_perc_dis/PGLS_results.tsv	-0.0166318035185942 - 0.0128680033711736	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.242545927926044 )	3.27800333146747	0.0075254609412673	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
