	analysis_label	x_trait	y_trait	R2	p	FDR_q	N_unique_samples	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
0	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	0.149927922732184	0.138418237539929	0.2870896778605935	17	-0.0013413143074846	BM_Lambda	True	-43.3983146798085	-42.4752377567316	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.00301436547825868 - 0.000331736863289363	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 0.347300006990091 (95% CI  NA  -  0.878559624527215 )	0.142211787349407	0.0008535975361091	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
1	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium	growth_rate_mm_per_year	0.220152850082374	0.0667277083390265	0.21914030032043708	16	0.0007474035458476	BM_Lambda	True	-44.783155554218	-43.8600786311411	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium_vs_growth_rate_mm_per_year/PGLS_results.tsv	1.05353775759329e-05 - 0.00148427171411944	all	lambda=ML delta=1kappa=1	lambda	lambda : 0.352479867000564 (95% CI  NA  -  0.82536167079308 )	0.0764851002063443	0.0003759531470774	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
2	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	growth_rate_mm_per_year	0.136269642680385	0.175710722611076	0.30749376456938304	16	0.0002759433329347	BM_Lambda	True	-39.615720390508	-38.615720390508	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.000101710445456586 - 0.000653597111326031	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 0.575827473839258 (95% CI  NA  -  NA )	0.102284459330575	0.0001926804991792	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
3	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter	growth_rate_mm_per_year	0.20151751798476	0.081123403142523	0.2391005566305941	16	0.0146688046924559	BM_Kappa	True	-43.8229989814081	-42.8999220583311	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.000626673996442709 - 0.0299642833813545	skeleton	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.400622033931085 )	0.111962050555932	0.0078038156576013	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
4	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Chlorobia___D_3__Chlorobiales___D_4__Chlorobiaceae___D_5__Prosthecochloris	growth_rate_mm_per_year	0.0885361098333984	0.263036011867953	0.3660603848701753	10	-0.0005184053106671	BM_Lambda	True	-42.289904229825	-41.3668273067481	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Chlorobia___D_3__Chlorobiales___D_4__Chlorobiaceae___D_5__Prosthecochloris_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.0013897119260542 - 0.000352901304719823	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 0.354575869642384 (95% CI  NA  -  0.88677971021934 )	0.124500744440186	0.0004445441915239	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
5	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio	growth_rate_mm_per_year	0.002948349391889	0.841697517215461	0.8915523407026659	5	-0.0004705522744667	BM_Lambda	True	-40.8814848756805	-39.9584079526036	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.00500338074424408 - 0.00406227619531065	all	lambda=ML delta=1kappa=1	lambda	lambda : 0.402595008699098 (95% CI  NA  -  0.893425746021742 )	0.119466713839087	0.0023126675866211	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
6	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group	growth_rate_mm_per_year	0.0028700011479502	0.843790608165023	0.8915523407026659	7	0.029503172821746	BM_Lambda	True	-40.8805249800907	-39.9574480570138	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.258565235303025 - 0.317571580946517	all	lambda=ML delta=1kappa=1	lambda	lambda : 0.404119064776731 (95% CI  NA  -  0.893692038976704 )	0.116420868368022	0.146973677614679	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
7	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Cellvibrionales___D_4__Spongiibacteraceae___D_5__BD1_7_clade	growth_rate_mm_per_year	0.143489325546556	0.147934490127801	0.2952565484436052	17	-0.0540825315626615	BM_Lambda	True	-42.9007486743147	-41.9776717512377	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Cellvibrionales___D_4__Spongiibacteraceae___D_5__BD1_7_clade_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.123298397839241 - 0.0151333347139183	all	lambda=ML delta=1kappa=1	lambda	lambda : 0.192499922904616 (95% CI  NA  -  0.878250881984453 )	0.134033184867639	0.0353142174880509	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
8	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Photobacterium	growth_rate_mm_per_year	0.12375314185382	0.198498997266274	0.32693952490915723	17	-0.001307039316685	BM_Lambda	True	-39.852887287931	-38.852887287931	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Photobacterium_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.00319767637807017 - 0.000583597744700095	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 0.305211818785618 (95% CI  NA  -  0.869006245145578 )	0.131527196483044	0.0009646107456046	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
9	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured	growth_rate_mm_per_year	0.460162181130573	0.0038697021846543	0.0309576174772344	16	0.0004057779565987	BM_Lambda	True	-46.8829723687659	-45.959895445689	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured_vs_growth_rate_mm_per_year/PGLS_results.tsv	0.000175550722509085 - 0.00063600519068836	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 0.893233947244831 (95% CI  0.17053363706995  -  NA )	0.108028720234856	0.0001174628745355	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
10	A12a_Taxa_vs_Growth_Rate_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium	growth_rate_mm_per_year	0.270018551683198	0.0471102962527752	0.1648860368847132	4	0.0007703247450975	BM_Lambda	True	-42.2247103334088	-41.2247103334088	0.0	None	None	../output/PIC_results/A12a_Taxa_vs_Growth_Rate_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium_vs_growth_rate_mm_per_year/PGLS_results.tsv	8.18034865401144e-05 - 0.00145884600365504	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 0.0996304343924775 (95% CI  NA  -  0.791626067283025 )	0.0553286354234406	0.0003512863564068	../output/trait_table_growth_rate_endos_present.tsv	../output/huang_roy_genus_tree.newick
