	analysis_label	x_trait	y_trait	R2	p	FDR_q	N_unique_samples	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
0	A13b_Taxa_vs_Disease_Zeros_Included	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55	perc_dis	0.0011904597068623	0.830423342176992	0.9204887917849164	59	-0.0018416979104972	BM_Lambda	True	243.376039799105	243.691829272789	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55_vs_perc_dis/PGLS_results.tsv	-0.0185844232927568 - 0.0149010274717623	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.256739660198936 )	3.11453084636169	0.0085422068276834	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
1	A13b_Taxa_vs_Disease_Zeros_Included	tissue_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Mycoplasmatales___D_4__Mycoplasmataceae___D_5__Mycoplasma	perc_dis	0.0057425758290727	0.642114117973808	0.9204887917849164	57	-1.21377798477179	BM_Lambda	True	237.717661623905	238.04198594823	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_tissue_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Mycoplasmatales___D_4__Mycoplasmataceae___D_5__Mycoplasma_vs_perc_dis/PGLS_results.tsv	-6.29185848339435 - 3.86430251385077	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.246068652616763 )	3.37556378584769	2.59085739725641	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
2	A13b_Taxa_vs_Disease_Zeros_Included	mucus_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902	perc_dis	0.0030030811969576	0.73698380746352	0.9204887917849164	55	-0.0121367386149278	BM_Lambda	True	237.55261379126	237.876938115585	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_mucus_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902_vs_perc_dis/PGLS_results.tsv	-0.0824487695459791 - 0.0581752923161236	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.276344217566448 )	3.48893679223209	0.0358734851689037	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
3	A13b_Taxa_vs_Disease_Zeros_Included	skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Chlorobia___D_3__Chlorobiales___D_4__Chlorobiaceae___D_5__Prosthecochloris	perc_dis	0.0033516540600748	0.715726970217337	0.9204887917849164	45	0.0095606269816812	BM_Lambda	True	248.192684705247	248.500377012939	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Chlorobia___D_3__Chlorobiales___D_4__Chlorobiaceae___D_5__Prosthecochloris_vs_perc_dis/PGLS_results.tsv	-0.0415314821979492 - 0.0606527361613117	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.240432355737608 )	3.02075668137538	0.0260674026426686	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
4	A13b_Taxa_vs_Disease_Zeros_Included	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria	perc_dis	0.0288996736485851	0.269924214563785	0.9204887917849164	11	0.147484736888387	BM_Lambda	True	257.1675901958	257.460273122629	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria_vs_perc_dis/PGLS_results.tsv	-0.111076897731465 - 0.406046371508239	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.243102864763895 )	2.34855636877501	0.131919201336659	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
5	A13b_Taxa_vs_Disease_Zeros_Included	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured	perc_dis	0.0098914067211398	0.520667396303586	0.9204887917849164	41	-0.0088419584023283	BM_Lambda	True	258.020523227514	258.313206154343	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured_vs_perc_dis/PGLS_results.tsv	-0.0355961774541074 - 0.0179122606494508	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.237336098320474 )	3.18598174562856	0.0136501117611118	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
6	A13b_Taxa_vs_Disease_Zeros_Included	all_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902	perc_dis	0.0238136012089011	0.317233452750914	0.9204887917849164	10	-0.0741723231667995	BM_Lambda	True	257.397435850621	257.69011877745	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902_vs_perc_dis/PGLS_results.tsv	-0.217796365513965 - 0.069451719180366	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.244998976654165 )	3.81727662836099	0.0732775726261049	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
7	A13b_Taxa_vs_Disease_Zeros_Included	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium	perc_dis	1.85831186291477e-05	0.978938666407108	0.978938666407108	55	0.0003819927883107	BM_Lambda	True	237.672174439346	237.99649876367	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium_vs_perc_dis/PGLS_results.tsv	-0.0277924997132555 - 0.028556485289877	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.27424929618903 )	3.17032019031238	0.0143747410722277	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
8	A13b_Taxa_vs_Disease_Zeros_Included	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria	perc_dis	0.0882681015073279	0.0560417669774111	0.6837095571244155	27	0.184220513505939	BM_Lambda	True	244.452499880274	244.760192187966	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria_vs_perc_dis/PGLS_results.tsv	0.000737549927622899 - 0.367703477084254	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.228653633838357 )	2.11817571178134	0.0936137569277121	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
9	A13b_Taxa_vs_Disease_Zeros_Included	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio	perc_dis	0.0020933052377795	0.768065476962297	0.9204887917849164	62	-0.0286991223883715	BM_Lambda	True	258.365709934205	258.658392861034	0.0	None	None	../output/PIC_results/A13b_Taxa_vs_Disease_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio_vs_perc_dis/PGLS_results.tsv	-0.218207638291606 - 0.160809393514863	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.252198258616412 )	3.20585712303309	0.0966880183179768	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
