	analysis_label	x_trait	y_trait	R2	p	FDR_q	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
0	Endozoicomonas_ASVs_by_compartment_vs_disease	Mucus_enriched_Endozoicomonas_ASV_count	perc_dis	0.0211998343072006	0.370009614812289	0.5550144222184336	0.0028632920891287	BM_Lambda	True	237.532816936179	237.857141260503	0.0	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Mucus_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	-0.00332271922834591 - 0.00904930340660338	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.213090465609127 )	3.00007746633297	0.0031561282232013	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
1	Endozoicomonas_ASVs_by_compartment_vs_disease	Tissue_enriched_Endozoicomonas_ASV_count	perc_dis	0.309697748004995	0.0001922441462949	0.0005767324388847	0.0010201418550387	BM_Lambda	True	223.564898824039	223.889223148363	0.0	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Tissue_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	0.00053588535268781 - 0.00150439835738967	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.195762138643005 )	2.01760830993289	0.0002470696440565	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
2	Endozoicomonas_ASVs_by_compartment_vs_disease	Skeleton_enriched_Endozoicomonas_ASV_count	perc_dis	0.0084877041994369	0.571800738955934	0.571800738955934	0.0012817598391665	BM_Lambda	True	238.048970865928	238.373295190253	0.0	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Skeleton_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	-0.00312302670333726 - 0.00568654638167044	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.235387966164718 )	3.11366282748898	0.002247340072706	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
3	Endozoicomonas_ASVs_by_compartment_vs_disease	Mucus_enriched_Endozoicomonas_ASV_count	perc_dis	6.12790625851721e-05	0.961764093856331	NA (q values only calculated for best models by AIC)	0.000247401075117	BM	False	256.472692271191	256.797016595515	18.939875335012005	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Mucus_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	-0.00980098914409555 - 0.0102957912943296	None	lambda=1 delta=1kappa=1	None	All parameters fixed	3.62072108430489	0.0051267297036799	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
4	Endozoicomonas_ASVs_by_compartment_vs_disease	Mucus_enriched_Endozoicomonas_ASV_count	perc_dis	2.9098379904324e-05	0.973646786854137	NA (q values only calculated for best models by AIC)	0.0001393508040153	BM_Kappa	False	254.563425727562	254.887750051887	17.030608791383997	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Mucus_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	-0.0080742393480545 - 0.00835294095608515	None	lambda=1 delta=1kappa=ML	kappa	kappa : 0.565602083919123 (95% CI  NA  -  NA )	3.60993539351233	0.0041906072204437	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
5	Endozoicomonas_ASVs_by_compartment_vs_disease	Mucus_enriched_Endozoicomonas_ASV_count	perc_dis	6.12790625851721e-05	0.961764093856331	NA (q values only calculated for best models by AIC)	0.000247401075117	BM_Delta	False	256.472692271191	256.797016595515	18.939875335012005	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Mucus_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	-0.00980098914409555 - 0.0102957912943296	None	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.38271071955218  -  NA )	3.62072108430489	0.0051267297036799	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
6	Endozoicomonas_ASVs_by_compartment_vs_disease	Tissue_enriched_Endozoicomonas_ASV_count	perc_dis	0.181167540172466	0.0061778840215707	NA (q values only calculated for best models by AIC)	0.0009507352153926	BM	False	248.480112196366	248.80443652069	24.915213372327003	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Tissue_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	0.000308075340737373 - 0.00159339509004801	None	lambda=1 delta=1kappa=1	None	All parameters fixed	2.09046051223548	0.0003278876911506	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
7	Endozoicomonas_ASVs_by_compartment_vs_disease	Tissue_enriched_Endozoicomonas_ASV_count	perc_dis	0.296211187193342	0.000283075405393	NA (q values only calculated for best models by AIC)	0.001037208800169	BM_Kappa	False	242.150454790511	242.474779114835	18.585555966472015	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Tissue_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	0.000528872741772964 - 0.00154554485856506	None	lambda=1 delta=1kappa=ML	kappa	kappa : 0.18000843939807 (95% CI  NA  -  0.81005004861499 )	1.75733994511497	0.0002593551318347	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
8	Endozoicomonas_ASVs_by_compartment_vs_disease	Tissue_enriched_Endozoicomonas_ASV_count	perc_dis	0.181167540172466	0.0061778840215707	NA (q values only calculated for best models by AIC)	0.0009507352153926	BM_Delta	False	248.480112196366	248.80443652069	24.915213372327003	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Tissue_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	0.000308075340737373 - 0.00159339509004801	None	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.402355597810983  -  NA )	2.09046051223548	0.0003278876911506	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
9	Endozoicomonas_ASVs_by_compartment_vs_disease	Skeleton_enriched_Endozoicomonas_ASV_count	perc_dis	0.0010024707087664	0.846218487986178	NA (q values only calculated for best models by AIC)	0.0005676325140417	BM	False	256.435024568056	256.75934889238	18.386053702126986	None	None	../output/PIC_results/A15_Endozoicomonas_ASVs_by_compartment_vs_disease/PIC_Skeleton_enriched_Endozoicomonas_ASV_count_vs_perc_dis/PGLS_results.tsv	-0.00512978305656382 - 0.00626504808464726	None	lambda=1 delta=1kappa=1	None	All parameters fixed	3.56387103320252	0.0029068446788803	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
