	analysis_label	x_trait	y_trait	R2	p	FDR_q	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
0	Endozoicomonas_ASVs_by_compartment_vs_growth	Mucus_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.0001647583464092	0.966803222628944	0.966803222628944	2.4774458148895e-06	BM_Lambda	True	-27.2064336185011	-26.0064336185011	0.0	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Mucus_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.000111574947054126 - 0.000116529838683905	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.844283766113194 )	0.154595276567451	5.81899963617426e-05	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
1	Endozoicomonas_ASVs_by_compartment_vs_growth	Tissue_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.0003110410279852	0.954397802418677	0.966803222628944	3.41740809794882e-07	BM_Lambda	True	-27.2083357458805	-26.0083357458805	0.0	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Tissue_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-1.11075920484497e-05 - 1.17910736680395e-05	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.901623129724817 )	0.154133994949444	5.84149635624725e-06	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
2	Endozoicomonas_ASVs_by_compartment_vs_growth	Skeleton_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.0628325532084683	0.408787914075746	0.966803222628944	3.28993319286814e-05	BM_Lambda	True	-28.0479045808931	-26.8479045808931	0.0	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Skeleton_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-4.218737385087e-05 - 0.000107986037708233	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.788896714563371 )	0.149417959453045	3.83095437650773e-05	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
3	Endozoicomonas_ASVs_by_compartment_vs_growth	Mucus_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.0086964336871119	0.761877858550849	NA (q values only calculated for best models by AIC)	2.41251069919878e-05	BM	False	-17.410568224741	-16.210568224741	9.7958653937601	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Mucus_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.000128091387595817 - 0.000176341601579792	None	lambda=1 delta=1kappa=1	None	All parameters fixed	0.139766963374715	7.76614768305126e-05	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
4	Endozoicomonas_ASVs_by_compartment_vs_growth	Mucus_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.0371609776681961	0.528055015010381	NA (q values only calculated for best models by AIC)	-3.24895418086834e-05	BM_Kappa	False	-24.7909809904251	-23.5909809904251	2.4154526280760003	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Mucus_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.000130221497939435 - 6.52424143220686e-05	None	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.651953486487146 )	0.147666893836774	4.98632429238531e-05	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
5	Endozoicomonas_ASVs_by_compartment_vs_growth	Mucus_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.0086964336871119	0.761877858550849	NA (q values only calculated for best models by AIC)	2.41251069919878e-05	BM_Delta	False	-17.410568224741	-16.210568224741	9.7958653937601	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Mucus_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-0.000128091387595817 - 0.000176341601579792	None	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.264709566727743  -  NA )	0.139766963374715	7.76614768305126e-05	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
6	Endozoicomonas_ASVs_by_compartment_vs_growth	Tissue_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.211886535929508	0.11345967845475	NA (q values only calculated for best models by AIC)	1.05188010524335e-05	BM	False	-20.392491860536	-19.192491860536	6.815843885344503	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Tissue_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-1.46980427005125e-06 - 2.25074063749182e-05	None	lambda=1 delta=1kappa=1	None	All parameters fixed	0.112111915286268	6.11663536861465e-06	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
7	Endozoicomonas_ASVs_by_compartment_vs_growth	Tissue_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.0124032334572918	0.717188329463001	NA (q values only calculated for best models by AIC)	1.85880437256356e-06	BM_Kappa	False	-24.4609337628782	-23.2609337628782	2.7474019830023018	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Tissue_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-7.94322015200788e-06 - 1.1660828897135e-05	None	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.965983972477243 )	0.13692013532476	5.00103292069971e-06	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
8	Endozoicomonas_ASVs_by_compartment_vs_growth	Tissue_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.211886535929508	0.11345967845475	NA (q values only calculated for best models by AIC)	1.05188010524335e-05	BM_Delta	False	-20.392491860536	-19.192491860536	6.815843885344503	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Tissue_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-1.46980427005125e-06 - 2.25074063749182e-05	None	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.21711448371417  -  NA )	0.112111915286268	6.11663536861465e-06	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
9	Endozoicomonas_ASVs_by_compartment_vs_growth	Skeleton_enriched_Endozoicomonas_ASV_count	growth_rate_mm_per_year	0.0073206419395269	0.781074840601694	NA (q values only calculated for best models by AIC)	1.17819272495371e-05	BM	False	-17.3925385377253	-16.1925385377253	10.655366043167799	None	None	../output/PIC_results/A16_Endozoicomonas_ASVs_by_compartment_vs_growth/PIC_Skeleton_enriched_Endozoicomonas_ASV_count_vs_growth_rate_mm_per_year/PGLS_results.tsv	-6.92966237063401e-05 - 9.28604782054143e-05	None	lambda=1 delta=1kappa=1	None	All parameters fixed	0.142606264288298	4.13666076305496e-05	../output/GCMP_trait_table_growth_data_depth_endos_by_compartment.tsv	../output/huang_roy_genus_tree.newick
