	analysis_label	x_trait	y_trait	R2	p	FDR_q	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
0	Life_history_strategy_vs_Endozoicomonas	Weedy	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.169452141811488	0.0049628004341615	0.0148884013024845	227.820947212268	BM_Lambda	True	578.697403442913	578.983117728627	0.0	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Weedy_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	77.0650544803659 - 378.576839944171	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.180565196749117 )	68.6751377701398	76.9162718019911	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
1	Life_history_strategy_vs_Endozoicomonas	Stress_tolerant	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0064972125003094	0.598639049364632	0.787793201493335	-26.1849845969464	BM_Lambda	True	586.759212598927	587.044926884641	0.0	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Stress_tolerant_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	-122.96711455243 - 70.5971453585372	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.261702173778901 )	98.8179886959684	49.3786377323896	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
2	Life_history_strategy_vs_Endozoicomonas	Generalist	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0017032846504513	0.787793201493335	0.787793201493335	22.8409196036644	BM_Lambda	True	586.975827945495	587.26154223121	0.0	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Generalist_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	-142.439586287821 - 188.12142549515	None	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.261232688349215 )	86.8956149339052	84.3267887201455	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
3	Life_history_strategy_vs_Endozoicomonas	Weedy	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0338788382463406	0.226143063334745	NA (q values only calculated for best models by AIC)	278.469384569154	BM	False	614.751087887335	615.03680217305	36.05368444442297	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Weedy_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	-166.009200317268 - 722.947969455577	None	lambda=1 delta=1kappa=1	None	All parameters fixed	43.5776016558757	226.774788207358	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
4	Life_history_strategy_vs_Endozoicomonas	Weedy	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0964293240654279	0.0378830235676051	NA (q values only calculated for best models by AIC)	273.117858629271	BM_Kappa	False	603.439727324577	603.725441610292	24.742323881665016	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Weedy_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	23.2281071919854 - 523.007610066557	None	lambda=1 delta=1kappa=ML	kappa	kappa : 0.0183895435011849 (95% CI  NA  -  0.581456009087299 )	19.4262942121074	127.494771141472	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
5	Life_history_strategy_vs_Endozoicomonas	Weedy	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0338788382463406	0.226143063334745	NA (q values only calculated for best models by AIC)	278.469384569154	BM_Delta	False	614.751087887335	615.03680217305	36.05368444442297	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Weedy_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	-166.009200317268 - 722.947969455577	None	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.432901165069079  -  NA )	43.5776016558757	226.774788207358	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
6	Life_history_strategy_vs_Endozoicomonas	Stress_tolerant	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0112941654346056	0.487169391629398	NA (q values only calculated for best models by AIC)	-51.5892925866209	BM	False	615.790929776719	616.076644062434	29.031717177792984	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Stress_tolerant_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	-195.863232635832 - 92.68464746259	None	lambda=1 delta=1kappa=1	None	All parameters fixed	113.093936429258	73.6091530863321	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
7	Life_history_strategy_vs_Endozoicomonas	Stress_tolerant	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0083175664768861	0.551294984759955	NA (q values only calculated for best models by AIC)	-43.8706779499133	BM_Kappa	False	607.31866205605	607.604376341764	20.559449457123037	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Stress_tolerant_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	-187.051337684814 - 99.3099817849873	None	lambda=1 delta=1kappa=ML	kappa	kappa : 0.182955324078069 (95% CI  NA  -  0.731055273919489 )	120.357985221996	73.0513570076023	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
8	Life_history_strategy_vs_Endozoicomonas	Stress_tolerant	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0112941654346056	0.487169391629398	NA (q values only calculated for best models by AIC)	-51.5892925866209	BM_Delta	False	615.790929776719	616.076644062434	29.031717177792984	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Stress_tolerant_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	-195.863232635832 - 92.68464746259	None	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.42310263889354  -  NA )	113.093936429258	73.6091530863321	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
9	Life_history_strategy_vs_Endozoicomonas	Generalist	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	0.0303487275615465	0.252407593205758	NA (q values only calculated for best models by AIC)	98.7775683920359	BM	False	614.915213746455	615.20092803217	27.939385800960054	None	None	../output/PIC_results/A7_Life_history_strategy_vs_Endozoicomonas/PIC_Generalist_vs_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas/PGLS_results.tsv	-68.10759060525 - 265.662727389322	None	lambda=1 delta=1kappa=1	None	All parameters fixed	93.3526485648213	85.1454892843295	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
