	model_name	compartment	formula	n_parameters	x_traits	y_trait	x_trait	R2	Pr(>|t|)	Estimate	Std. Error	t value	CI lower	CI upper	estimated_parameter	parameter_value	n	AIC	AICc	delta_AICc	best_model	filter_column	filter_value	trait_table	tree	results_dir	FDR_q	analysis_label
0	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	tissue_Endozoicomonas,observed_features_all	perc_dis	(Intercept)	0.434260220154922	0.833906318940602	0.542300599365277	2.55419141380586	0.212317916517159	-4.4639145716942	5.54851577042476	lambda : 1e-06 (95% CI  NA  -  0.507489941749983 )	1e-06	24	139.852096765658	141.052096765658	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	0.982020486279827	Endozoicomonas_and_confounders_vs_disease
1	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	tissue_Endozoicomonas,observed_features_all	perc_dis	observed_features_all	0.434260220154922	0.630136596938278	0.0073588663784755	0.0150588338318088	0.488674386122211	-0.0221564479318698	0.0368741806888209	lambda : 1e-06 (95% CI  NA  -  0.507489941749983 )	1e-06	24	139.852096765658	141.052096765658	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	0.982020486279827	Endozoicomonas_and_confounders_vs_disease
2	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	tissue_Endozoicomonas,latitude,depth	perc_dis	depth	0.428886608142162	0.960909399110462	0.0297934971068647	0.600310041407876	0.0496301828251808	-1.14681418405257	1.2064011782663	lambda : 1e-06 (95% CI  NA  -  0.594799289368542 )	1e-06	24	142.078982087336	144.18424524523	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	0.982020486279827	Endozoicomonas_and_confounders_vs_disease
3	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	turf_contact_percent	0.438213201625909	0.539930334830439	-0.13178532291973	0.211500919793102	-0.623095743737887	-0.546327125714209	0.28275647987475	lambda : 1e-06 (95% CI  NA  -  0.543217548111379 )	1e-06	24	139.68381347046	140.88381347046	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.982020486279827	Endozoicomonas_and_confounders_vs_disease
4	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	tissue_Endozoicomonas,observed_features_all	perc_dis	tissue_Endozoicomonas	0.434260220154922	0.0007434555295926	0.0191992282463246	0.0048684894884226	3.94356982632517	0.0096569888490163	0.0287414676436329	lambda : 1e-06 (95% CI  NA  -  0.507489941749983 )	1e-06	24	139.852096765658	141.052096765658	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	0.008783583929692241	Endozoicomonas_and_confounders_vs_disease
5	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	tissue_Endozoicomonas,latitude,depth,turf_contact_percent	perc_dis	(Intercept)	0.442779126094898	0.621201902459725	1.75613843306257	3.49592897630665	0.502338132429076	-5.09588236049845	8.6081592266236	lambda : 1e-06 (95% CI  NA  -  0.671694313871125 )	1e-06	24	143.487956376491	146.821289709824	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.982020486279827	Endozoicomonas_and_confounders_vs_disease
6	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	tissue_Endozoicomonas,latitude,depth,turf_contact_percent	perc_dis	latitude	0.442779126094898	0.698011131069299	-0.0424312941842291	0.107709876459247	-0.393940607668261	-0.253542652044353	0.168680063675895	lambda : 1e-06 (95% CI  NA  -  0.671694313871125 )	1e-06	24	143.487956376491	146.821289709824	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.982020486279827	Endozoicomonas_and_confounders_vs_disease
7	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	tissue_Endozoicomonas,turf_contact_percent	perc_dis	tissue_Endozoicomonas	0.438213201625909	0.0005803768801371	0.0189009367475749	0.0046700965246457	4.0472261435771	0.0097475475592691	0.0280543259358806	lambda : 1e-06 (95% CI  NA  -  0.543217548111379 )	1e-06	24	139.68381347046	140.88381347046	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.008783583929692241	Endozoicomonas_and_confounders_vs_disease
8	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + temperature	3	tissue_Endozoicomonas,temperature	perc_dis	tissue_Endozoicomonas	0.428019320458726	0.0007836866213111	0.0185380701389051	0.0047272993432574	3.92149275787789	0.0092725634261204	0.0278035768516897	lambda : 1e-06 (95% CI  NA  -  0.577210617933617 )	1e-06	24	140.115400627012	141.315400627012	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_temperature_vs_perc_dis/PGLS_results.tsv	0.008783583929692241	Endozoicomonas_and_confounders_vs_disease
9	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	tissue_Endozoicomonas,depth,temperature,turf_contact_percent	perc_dis	(Intercept)	0.438484603697228	0.938426698378791	1.13621491434289	14.5154243527534	0.0782763828828309	-27.3140168170537	29.5864466457395	lambda : 1e-06 (95% CI  NA  -  0.61227469397527 )	1e-06	24	143.672216146304	147.005549479637	0.0	True	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5b_Endozoicomonas_and_confounders_vs_disease/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.982020486279827	Endozoicomonas_and_confounders_vs_disease
